奔走	bēn zǒu	9877	en-eng,ao-ou,z-zh	1
变换	biàn huàn	9879	ian-iang,uan-uang,h-f	1
负荷	fù hè	9880	h-f	1
军师	jūn shī	9881	s-sh,j-q-x	1
识字	shí zì	9883	z-zh,s-sh	1
危急	wēi jí	9884	ai-ei,j-q-x	1
称职	chèn zhí	9885	en-eng,z-zh,c-ch	1
孔雀	kǒng què	9886	j-q-x	1
娘子	niáng zǐ	9887	ian-iang,z-zh,n-l	1
欧美	ōu měi	9888	ai-ei,ao-ou	1
随身	suí shēn	9889	en-eng,s-sh	1
坦然	tǎn rán	9890	an-ang,r-l	1
屠杀	tú shā	9891	s-sh	1
名气	míng qi	9895	in-ing,j-q-x	1
误导	wù dǎo	9896	ao-ou	1
动身	dòng shēn	9897	en-eng,s-sh	1
扣除	kòu chú	9899	ao-ou,c-ch	1
争吵	zhēng chǎo	9900	en-eng,ao-ou,z-zh,c-ch	1
重伤	zhòng shāng	9901	an-ang,z-zh,s-sh	1
电阻	diàn zǔ	9902	ian-iang,z-zh	1
救国	jiù guó	9904	ua-uo,j-q-x	1
迎战	yíng zhàn	9907	in-ing,an-ang,z-zh	1
贬值	biǎn zhí	9908	ian-iang,z-zh	1
践踏	jiàn tà	9909	ian-iang,j-q-x	1
交锋	jiāo fēng	9910	en-eng,h-f,j-q-x	1
启用	qǐ yòng	9911	j-q-x	1
偷渡	tōu dù	9912	ao-ou	1
灾情	zāi qíng	9913	in-ing,ai-ei,z-zh,j-q-x	1
状元	zhuàng yuan	9914	uan-uang,z-zh	1
荒凉	huāng liáng	9915	ian-iang,uan-uang,n-l,h-f,r-l	1
通风	tōng fēng	9916	en-eng,h-f	1
药材	yào cái	9917	ai-ei,ao-ou,c-ch	1
方程	fāng chéng	9918	en-eng,an-ang,c-ch,h-f	1
分数	fēn shù	9919	en-eng,s-sh,h-f	1
感悟	gǎn wù	9920	an-ang	1
讲台	jiǎng tái	9921	ian-iang,ai-ei,j-q-x	1
恐龙	kǒng lóng	9922	n-l,r-l	1
乐于	lè yú	9923	n-l,r-l	1
离休	lí xiū	9924	n-l,r-l,j-q-x	1
图谋	tú móu	9926	ao-ou	1
湿润	shī rùn	9928	s-sh,r-l	1
争执	zhēng zhí	9931	en-eng,z-zh	1
中叶	zhōng yè	9932	z-zh	1
京都	jīng dū	9934	in-ing,j-q-x	1
列席	liè xí	9935	ia-ie,n-l,r-l,j-q-x	1
谋划	móu huà	9936	ao-ou,ua-uo,h-f	1
扭曲	niǔ qū	9937	n-l,j-q-x	1
生猪	shēng zhū	9938	en-eng,z-zh,s-sh	1
师范	shī fàn	9939	an-ang,s-sh,h-f	1
数码	shù mǎ	9940	s-sh	1
